contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,snapshot_date,expiry
KRE261218C00036000,2025-04-16 16:55:07+00:00,36.0,18.1,22.5,27.5,0.0,0.0,9.0,56,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00037000,2026-02-05 16:10:12+00:00,37.0,35.7,25.0,29.5,0.0,0.0,6.0,38,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00038000,2025-04-17 16:00:02+00:00,38.0,16.7,21.0,25.5,0.0,0.0,1.0,28,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00039000,2025-04-17 16:05:19+00:00,39.0,16.0,20.0,25.0,0.0,0.0,2.0,30,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00040000,2025-04-16 19:30:02+00:00,40.0,14.75,19.0,24.0,0.0,0.0,5.0,48,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00041000,2026-02-09 17:35:49+00:00,41.0,33.4,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00042000,2025-06-30 14:05:49+00:00,42.0,19.65,22.0,26.5,0.0,0.0,1.0,71,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00043000,2025-09-24 18:17:11+00:00,43.0,23.0,18.0,23.0,0.0,0.0,3.0,54,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00044000,2025-04-30 18:29:34+00:00,44.0,14.35,14.0,19.0,0.0,0.0,1.0,10,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00045000,2026-08-13 17:11:21+00:00,45.0,33.15,28.2,30.85,0.0,0.0,3.0,1079,0.5029346582031251,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00046000,2025-04-15 14:03:03+00:00,46.0,11.75,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00047000,2025-11-14 19:31:00+00:00,47.0,16.4,20.0,23.5,0.0,0.0,2.0,62,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00048000,2025-05-12 14:42:18+00:00,48.0,16.0,14.05,16.25,0.0,0.0,2.0,62,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00049000,2025-12-01 16:37:30+00:00,49.0,17.1,17.5,21.4,0.0,0.0,1.0,52,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00050000,2026-07-15 17:36:21+00:00,50.0,26.95,23.15,27.3,0.0,0.0,1.0,372,0.5671430004882813,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00051000,2026-05-29 14:52:39+00:00,51.0,19.64,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00052000,2026-04-17 19:07:00+00:00,52.0,20.5,18.8,21.35,0.0,0.0,102.0,423,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00053000,2026-05-29 19:29:07+00:00,53.0,18.05,0.0,0.0,0.0,0.0,104.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00054000,2026-04-17 15:31:13+00:00,54.0,18.95,15.5,20.45,0.0,0.0,100.0,148,0.317389638671875,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00055000,2026-06-30 16:43:37+00:00,55.0,20.77,19.25,21.7,0.0,0.0,10.0,1467,0.6347692773437501,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00056000,2025-05-07 19:17:06+00:00,56.0,8.5,7.0,10.8,0.0,0.0,2.0,269,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00057000,2026-04-17 15:30:37+00:00,57.0,16.45,13.2,17.25,0.0,0.0,100.0,1023,1.0000000000000003e-05,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00058000,2026-08-21 19:21:13+00:00,58.0,17.25,14.85,18.95,0.0,0.0,1.0,132,0.5826457751464844,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00059000,2026-06-10 15:50:31+00:00,59.0,14.77,16.15,20.4,0.0,0.0,5.0,328,0.5866740551757812,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00060000,2026-08-27 18:06:22+00:00,60.0,15.06,13.55,16.35,0.0,0.0,3.0,1476,0.476567734375,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00061000,2026-04-17 15:29:48+00:00,61.0,13.25,9.95,14.05,0.0,0.0,19.0,84,0.3154365332031249,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00062000,2026-08-10 18:42:56+00:00,62.0,15.0,12.35,15.2,0.0,0.0,5.0,153,0.503056727294922,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00063000,2026-08-27 15:21:35+00:00,63.0,12.1,10.2,14.05,0.0,0.0,2.0,188,0.46533737792968755,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00064000,2026-08-24 19:59:56+00:00,64.0,12.35,9.85,13.45,0.0,0.0,2.0,1610,0.4721732470703125,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00065000,2026-07-08 13:44:00+00:00,65.0,11.44,9.8,12.5,0.0,0.0,1.0,219,0.450200810546875,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00066000,2026-08-10 18:42:03+00:00,66.0,11.7,8.0,11.45,0.0,0.0,5.0,1622,0.4206600903320313,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00067000,2026-07-22 13:41:18+00:00,67.0,10.86,8.5,10.55,0.0,0.0,1.0,1017,0.4019835192871094,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00068000,2026-07-01 14:26:56+00:00,68.0,10.64,7.95,10.75,0.0,0.0,3.0,1208,0.4591118542480469,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00069000,2026-08-26 15:42:51+00:00,69.0,7.78,6.5,8.0,0.0,0.0,2.0,278,0.3112861840820312,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00070000,2026-08-27 18:30:33+00:00,70.0,6.75,5.9,7.25,0.0,0.0,2.0,1931,0.30249720947265624,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00071000,2026-08-25 17:19:00+00:00,71.0,6.15,3.85,8.05,0.0,0.0,3.0,139,0.39258419921875,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00072000,2026-08-25 17:21:18+00:00,72.0,5.6,3.25,7.4,0.0,0.0,4.0,191,0.38477177734374995,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00073000,2026-08-25 17:15:17+00:00,73.0,5.0,2.95,6.8,0.0,0.0,2.0,227,0.37879039184570307,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00074000,2026-08-28 14:59:36+00:00,74.0,4.18,3.7,4.7,-0.22000027,-5.000006,1.0,649,0.2790599438476562,True,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00075000,2026-08-28 16:39:21+00:00,75.0,3.6,2.7,5.0,-0.6500001,-15.29412,92.0,3841,0.32569033691406246,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00076000,2026-08-28 17:27:00+00:00,76.0,3.1,1.02,3.45,-0.13000011,-4.024771,77.0,7848,0.2569654382324219,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00077000,2026-08-28 17:24:40+00:00,77.0,2.7,2.36,3.1,-0.28999996,-9.698996,7.0,533,0.25952888916015626,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00078000,2026-08-28 17:03:03+00:00,78.0,2.32,1.54,2.85,-0.26,-10.077519,8.0,411,0.26636475830078127,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00079000,2026-08-28 17:37:32+00:00,79.0,1.98,0.25,3.75,-0.3699999,-15.744678,12.0,387,0.34448897705078124,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00080000,2026-08-28 17:00:59+00:00,80.0,1.7,0.0,3.9,0.0,0.0,25.0,588,0.37476211181640623,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00081000,2026-08-28 16:53:21+00:00,81.0,1.45,0.0,3.65,-1.5999999,-52.459015,13.0,157,0.3786683227539062,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00082000,2026-08-28 17:22:47+00:00,82.0,1.22,0.24,1.9,-0.39999998,-24.691357,17.0,133,0.2795482202148437,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00085000,2026-08-28 16:27:40+00:00,85.0,0.76,0.01,1.75,-0.19999999,-20.833332,30.0,870,0.31641308593749995,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00090000,2026-08-28 16:30:34+00:00,90.0,0.36,0.0,0.93,-0.03999999,-9.999998,67.0,1237,0.3112861840820312,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00095000,2026-08-20 15:59:31+00:00,95.0,0.2,0.0,0.31,0.0,0.0,27.0,132,0.28076891113281244,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00100000,2026-08-10 14:26:11+00:00,100.0,0.2,0.0,1.75,0.0,0.0,20.0,197,0.5051319018554687,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218C00105000,2026-07-31 19:50:05+00:00,105.0,0.1,0.0,0.99,0.0,0.0,2.0,1,0.4733939379882813,False,REGULAR,USD,call,2026-08-30,2026-12-18
KRE261218P00023000,2026-07-17 14:24:16+00:00,23.0,0.03,0.0,1.97,0.0,0.0,1.0,3057,1.4492215039062502,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00024000,2026-06-05 13:30:02+00:00,24.0,0.08,0.0,0.0,0.0,0.0,10.0,0,0.500005,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00025000,2026-08-17 19:37:27+00:00,25.0,0.01,0.0,0.05,0.0,0.0,1.0,52,0.7578149218750001,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00026000,2026-06-08 13:30:03+00:00,26.0,0.1,0.0,0.68,0.0,0.0,7.0,38,1.0498094384765626,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00027000,2026-07-28 18:37:59+00:00,27.0,0.01,0.0,2.13,0.0,0.0,2.0,14,1.291019169921875,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00028000,2025-05-07 19:21:04+00:00,28.0,0.74,0.37,0.84,0.0,0.0,1.0,1,1.0986373193359378,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00029000,2026-06-08 13:30:01+00:00,29.0,0.14,0.0,2.14,0.0,0.0,3.0,13,1.210453166503906,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00030000,2026-08-21 16:01:28+00:00,30.0,0.02,0.0,0.06,0.0,0.0,3.0,161,0.648441015625,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00033000,2026-06-09 13:30:02+00:00,33.0,0.18,0.0,2.17,0.0,0.0,31.0,93,1.0673874755859378,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00034000,2026-06-09 13:30:03+00:00,34.0,0.2,0.0,1.93,0.0,0.0,31.0,74,1.003422951660156,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00035000,2026-08-20 19:08:01+00:00,35.0,0.01,0.0,0.5,0.0,0.0,6.0,197,0.73437765625,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00036000,2026-05-26 14:15:31+00:00,36.0,0.16,0.0,0.0,0.0,0.0,3.0,0,0.2500075,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00037000,2026-06-05 15:39:33+00:00,37.0,0.2,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00038000,2025-12-11 18:02:10+00:00,38.0,0.79,0.56,0.73,0.0,0.0,1.0,17,0.799806689453125,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00039000,2026-03-09 19:48:17+00:00,39.0,1.06,0.2,0.8,0.0,0.0,50.0,2341,0.7314479980468749,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00040000,2026-08-24 15:20:35+00:00,40.0,0.05,0.0,0.22,0.0,0.0,1.0,6102,0.5400436621093752,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00041000,2025-12-04 15:51:48+00:00,41.0,1.2,0.78,0.98,0.0,0.0,1.0,36,0.7778342529296876,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00042000,2026-04-27 18:53:10+00:00,42.0,0.6,0.0,2.1,0.0,0.0,1.0,2832,0.7863790893554687,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00043000,2026-08-11 16:12:45+00:00,43.0,0.1,0.0,0.14,0.0,0.0,2.0,11092,0.5019581054687501,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00044000,2025-10-23 15:57:22+00:00,44.0,1.95,0.1,4.2,0.0,0.0,2.0,3789,0.9096688720703124,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00045000,2026-06-04 16:52:26+00:00,45.0,0.42,0.0,0.0,0.0,0.0,10.0,0,0.2500075,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00046000,2026-06-12 16:54:50+00:00,46.0,0.25,0.0,2.12,0.0,0.0,29.0,3472,0.6850617431640625,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00047000,2026-04-29 16:52:55+00:00,47.0,0.82,0.0,4.8,0.0,0.0,383.0,5807,0.8540053662109376,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00048000,2026-04-29 19:20:57+00:00,48.0,1.0,0.0,2.4,0.0,0.0,70.0,4608,0.659183095703125,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00049000,2026-04-29 19:20:56+00:00,49.0,1.09,0.18,1.21,0.0,0.0,66.0,820,0.5478560839843751,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00050000,2026-08-26 17:02:45+00:00,50.0,0.15,0.0,1.0,0.0,0.0,4.0,17306,0.5798381860351562,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00051000,2026-07-16 14:04:25+00:00,51.0,0.33,0.0,0.88,0.0,0.0,1.0,1732,0.5376022802734376,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00052000,2026-08-28 19:43:58+00:00,52.0,0.18,0.0,0.47,-0.099999994,-35.714283,3.0,1115,0.43994700683593746,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00053000,2026-07-29 13:30:08+00:00,53.0,0.39,0.0,0.7,0.0,0.0,1.0,106,0.46484910156250003,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00054000,2026-06-26 18:39:29+00:00,54.0,0.56,0.0,0.65,0.0,0.0,3.0,260,0.43604079589843747,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00055000,2026-08-27 16:49:11+00:00,55.0,0.25,0.0,0.95,0.0,0.0,1.0,5479,0.4626518579101563,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00056000,2026-08-13 13:30:10+00:00,56.0,0.22,0.0,1.95,0.0,0.0,1.0,5661,0.5622602368164062,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00057000,2026-08-04 17:04:32+00:00,57.0,0.43,0.01,2.41,0.0,0.0,1.0,1263,0.584965087890625,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00058000,2026-08-13 13:30:10+00:00,58.0,0.3,0.0,2.44,0.0,0.0,1.0,601,0.5627485131835939,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00059000,2026-08-07 13:38:14+00:00,59.0,0.42,0.0,2.27,0.0,0.0,1.0,15268,0.5217332983398437,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00060000,2026-08-27 14:01:56+00:00,60.0,0.57,0.35,2.54,0.0,0.0,2.0,9089,0.5222215747070311,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00061000,2026-08-04 17:42:23+00:00,61.0,0.64,0.0,2.6,0.0,0.0,5.0,616,0.5026905200195313,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00062000,2026-08-13 19:14:30+00:00,62.0,0.59,0.27,0.66,0.0,0.0,66.0,430,0.28516339843749994,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00063000,2026-08-28 19:45:38+00:00,63.0,0.65,0.16,2.75,-0.01000005,-1.515159,1.0,5983,0.4655815161132813,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00064000,2026-08-20 19:04:33+00:00,64.0,0.87,0.28,1.31,0.0,0.0,2.0,421,0.3166572241210937,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00065000,2026-08-25 16:23:15+00:00,65.0,1.08,0.0,2.99,0.0,0.0,3.0,190,0.4343318286132813,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00066000,2026-08-27 18:54:20+00:00,66.0,1.16,0.35,3.15,0.0,0.0,2.0,2670,0.42078215942382813,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00067000,2026-08-25 16:27:39+00:00,67.0,1.4,0.01,2.79,0.0,0.0,6.0,321,0.36865865722656255,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00068000,2026-08-27 14:54:39+00:00,68.0,1.57,0.0,3.5,0.0,0.0,840.0,1980,0.393560751953125,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00069000,2026-08-24 18:08:48+00:00,69.0,1.75,0.0,3.75,0.0,0.0,129.0,248,0.3836731555175781,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00070000,2026-08-28 18:51:08+00:00,70.0,1.94,0.36,2.9,-0.109999895,-5.3658485,3000.0,777,0.29932341308593746,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00071000,2026-08-27 18:53:20+00:00,71.0,2.36,0.54,4.3,0.0,0.0,2.0,8477,0.36365382446289063,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00072000,2026-08-28 18:36:37+00:00,72.0,2.51,0.65,4.65,-0.1400001,-5.283023,1.0,563,0.35645174804687496,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00073000,2026-08-28 19:45:43+00:00,73.0,2.93,1.48,4.95,-0.119999886,-3.9344225,108.0,3658,0.344733115234375,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00074000,2026-08-28 13:41:23+00:00,74.0,3.45,2.85,3.9,-0.06999993,-1.9886345,5.0,228,0.24842060180664063,False,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00075000,2026-08-28 16:23:53+00:00,75.0,3.9,3.5,4.3,-0.48000002,-10.958904,4.0,4175,0.2401199035644531,True,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00076000,2026-08-28 16:24:51+00:00,76.0,4.45,4.1,4.9,-0.3000002,-6.315794,4.0,426,0.2417068017578125,True,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00077000,2026-08-28 16:26:34+00:00,77.0,5.05,3.1,7.05,0.25,5.208333,12.0,85,0.336920693359375,True,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00078000,2026-08-14 15:59:16+00:00,78.0,4.05,3.5,7.7,0.0,0.0,7.0,87,0.33838552246093745,True,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00079000,2026-08-14 13:50:25+00:00,79.0,4.55,4.25,8.4,0.0,0.0,2.0,96,0.3415593188476562,True,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00080000,2026-08-20 14:53:21+00:00,80.0,6.69,5.0,9.1,0.0,0.0,10.0,106,0.34314621704101556,True,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00081000,2026-08-14 13:51:09+00:00,81.0,5.65,5.8,9.9,0.0,0.0,2.0,17,0.3497379479980468,True,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00082000,2026-08-14 13:51:28+00:00,82.0,6.17,6.6,10.7,0.0,0.0,2.0,2,0.3552310571289062,True,REGULAR,USD,put,2026-08-30,2026-12-18
KRE261218P00085000,2026-08-04 17:19:29+00:00,85.0,8.2,10.4,13.35,0.0,0.0,2.0,3,0.38269660278320305,True,REGULAR,USD,put,2026-08-30,2026-12-18
